id	name	type	location	team	initiationDate	finalisationDate	finalStatus
7568	Weightlifting-7568	Weightlifting	Croydon (NSW)	Team-33	2016-10-27	2018-10-09	
7569	Judo-7569	Judo	Marks Point	Team-64	2010-01-10	2011-12-07	
7570	Gymnastics-7570	Gymnastics	Dysart (Qld)	Team-98	2007-09-03	2009-08-03	
7571	Boxing-7571	Boxing	Christies Beach	Team-21	2000-12-25	2002-08-29	
7572	Archery-7572	Archery	Kurraba Point	Team-26	2016-02-16	2017-07-22	
7573	Polo-7573	Polo	Frankston South	Team-85	2006-06-19	2008-06-03	
7574	Cycling-7574	Cycling	Timor Leste	Team-5	2006-07-25	2008-03-09	
7575	Shooting-7575	Shooting	Hamersley	Team-85	2013-07-20	2015-02-11	
7576	Racquets-7576	Racquets	Tweed Heads West	Team-70	2001-09-11	2002-12-06	
7577	Water polo-7577	Water polo	Emerald (Qld)	Team-49	2000-11-27	2002-06-20	
7578	Diving-7578	Diving	Kurralta Park	Team-93	2005-11-07	2007-09-11	
7579	Archery-7579	Archery	East Melbourne	Team-88	2014-03-17	2016-02-03	
7580	Track and field-7580	Track and field	Noranda	Team-74	1999-06-12	2000-01-07	
7581	Weightlifting-7581	Weightlifting	Bucca (Qld)	Team-28	2007-04-18	2008-10-03	
7582	Rugby union-7582	Rugby union	Burundi	Team-25	2005-08-23	2007-06-29	
7583	Fencing-7583	Fencing	Keperra	Team-56	2018-09-14	2020-02-09	
7584	Water polo-7584	Water polo	Wheelers Hill	Team-68	2011-01-13	2012-06-02	
7585	Squash-7585	Squash	Clear Island Waters	Team-46	2017-06-26	2019-04-18	
7586	Equestrian-7586	Equestrian	Barrack Heights	Team-21	2015-12-10	2017-04-16	
7587	Surfing-7587	Surfing	Burpengary East	Team-68	2015-07-02	2017-01-10	
7588	Shooting-7588	Shooting	South Penrith	Team-6	2001-09-10	2003-06-02	
7589	Kayak-7589	Kayak	Pennington	Team-36	2000-09-18	2000-12-31	
7590	Softball-7590	Softball	Burnside Heights	Team-21	2007-08-01	2009-07-08	
7591	Basketball-7591	Basketball	Corio	Team-94	2009-11-13	2011-10-28	
7592	Volleyball-7592	Volleyball	Wembley	Team-49	2003-03-07	2004-08-28	
7593	Hockey-7593	Hockey	Broken Hill	Team-4	2000-08-25	2001-11-22	
7594	Triathlon-7594	Triathlon	Estonia	Team-22	2009-03-08	2011-03-13	
7595	Boxing-7595	Boxing	Marrara	Team-71	2017-07-23	2018-05-16	
7596	Track and field-7596	Track and field	Kiama	Team-4	2011-10-19	2013-09-18	
7597	Rowing-7597	Rowing	Ascot (Brisbane - Qld)	Team-31	2005-09-10	2007-05-10	
7598	Bowling-7598	Bowling	Truganina	Team-91	2007-08-12	2009-06-18	
7599	Sailing-7599	Sailing	Springvale South	Team-61	2007-05-26	2009-04-21	
7600	Boxing-7600	Boxing	Clontarf (NSW)	Team-98	2012-12-28	2014-11-05	
7601	Croquet-7601	Croquet	Ngunnawal	Team-77	2015-02-16	2016-03-25	
7602	Rugby union-7602	Rugby union	Koonawarra	Team-31	2003-10-01	2005-08-29	
7603	Surfing-7603	Surfing	Longueville	Team-19	2007-12-24	2008-06-18	
7604	Judo-7604	Judo	Lindifferon	Team-3	2010-05-24	2011-04-15	
7605	Rugby 7s-7605	Rugby 7s	Logie Brae	Team-17	2005-05-25	2007-05-15	
7606	Canoe-7606	Canoe	Wannanup	Team-79	2005-01-17	2006-09-21	
7607	Volleyball-7607	Volleyball	Chelsea Heights	Team-6	2013-02-08	2014-06-24	
7608	Boxing-7608	Boxing	Belmore	Team-3	2005-02-16	2006-01-07	
7609	Canoe-7609	Canoe	Tanilba Bay	Team-87	2005-12-07	2007-09-08	
7610	Cycling-7610	Cycling	Croydon (Vic.)	Team-14	2000-11-06	2002-04-09	
7611	Netball-7611	Netball	Reservoir (Vic.)	Team-58	2006-07-12	2008-02-29	
7612	Hockey-7612	Hockey	Condon	Team-97	2004-05-22	2006-05-07	
7613	Boxing-7613	Boxing	Sawtell	Team-27	2001-12-24	2003-04-23	
7614	Racquets-7614	Racquets	South Morang	Team-47	1999-12-23	2001-09-19	
7615	Archery-7615	Archery	Burra (Palerang - NSW)	Team-68	2006-04-18	2006-11-02	
7616	Pentathlon-7616	Pentathlon	Malaysia	Team-83	2015-12-13	2017-07-20	
7617	Soccer-7617	Soccer	Berrambool	Team-5	2002-12-04	2004-02-08	
7618	Racquets-7618	Racquets	Iluka (WA)	Team-72	2001-11-15	2003-09-25	
7619	Basketball-7619	Basketball	Ramsgate	Team-79	2012-05-08	2012-09-29	
7620	Rowing-7620	Rowing	Robina	Team-23	2006-01-28	2007-11-30	
7621	Water polo-7621	Water polo	Elwood	Team-61	2012-05-02	2014-04-21	
7622	Water polo-7622	Water polo	Burkina Faso	Team-69	2011-08-06	2013-05-13	
7623	Racquets-7623	Racquets	Braybrook	Team-13	2018-08-16	2020-07-02	
7624	Lacrosse-7624	Lacrosse	Mooroolbark	Team-72	2014-07-05	2016-05-26	
7625	Rugby union-7625	Rugby union	Wishart (Qld)	Team-90	2002-12-04	2003-06-02	
7626	Croquet-7626	Croquet	Iran	Team-69	2009-11-21	2010-12-23	
7627	Hockey-7627	Hockey	Epping (Vic.)	Team-70	2015-11-08	2017-04-25	
7628	Shooting-7628	Shooting	Hurstville	Team-29	2010-05-01	2011-10-05	
7629	Fencing-7629	Fencing	Boondall	Team-91	2015-06-26	2017-06-11	
7630	Netball-7630	Netball	Red Hill (Brisbane - Qld)	Team-51	2018-04-15	2020-03-24	
7631	Surfing-7631	Surfing	Maryland (Newcastle - NSW)	Team-30	2015-07-08	2017-03-03	
7632	Karate-7632	Karate	Forestville (NSW)	Team-73	2017-07-14	2018-12-07	
7633	Boxing-7633	Boxing	Altona North	Team-89	2015-11-26	2017-10-26	
7634	Badminton-7634	Badminton	Burnside Heights	Team-64	2003-09-13	2004-05-05	
7635	Basketball-7635	Basketball	Cashmere	Team-12	2012-01-12	2014-01-06	
7636	Climbing-7636	Climbing	South Yarra	Team-93	2008-02-28	2009-12-07	
7637	Baseball-7637	Baseball	Stanhope Gardens	Team-5	2009-05-10	2009-08-10	
7638	Archery-7638	Archery	Kamerunga	Team-47	2005-12-11	2007-08-14	
7639	Tennis-7639	Tennis	Strathalbyn (SA)	Team-32	2000-10-07	2001-05-10	
7640	Diving-7640	Diving	Main Beach	Team-35	2002-11-26	2004-11-09	
7641	Judo-7641	Judo	Medindie Gardens	Team-66	2005-11-09	2007-06-11	
7642	Polo-7642	Polo	Priestdale	Team-47	2013-07-20	2014-12-31	
7643	Triathlon-7643	Triathlon	Lundavra	Team-84	2001-12-06	2003-12-08	
7644	Surfing-7644	Surfing	Shanes Park	Team-52	2017-04-19	2019-02-20	
7645	Fencing-7645	Fencing	Taylors Lakes	Team-23	1999-06-15	2001-04-30	
7646	Basketball-7646	Basketball	Middle Park (Qld)	Team-28	2016-02-05	2017-12-12	
7647	Taekwondo-7647	Taekwondo	Burton (SA)	Team-58	2004-12-27	2006-09-12	
7648	Badminton-7648	Badminton	Sutherland (NSW)	Team-34	2011-10-15	2013-04-24	
7649	Judo-7649	Judo	South Melbourne	Team-63	1999-01-21	2000-11-25	
7650	Badminton-7650	Badminton	Traralgon	Team-28	2018-01-08	2019-09-25	
7651	Baseball-7651	Baseball	Euthulla	Team-21	2010-09-02	2011-11-24	
7652	Hockey-7652	Hockey	Avalon (NSW)	Team-69	2004-02-21	2005-03-26	
7653	Kayak-7653	Kayak	Donvale	Team-53	2005-08-27	2007-08-10	
7654	Fencing-7654	Fencing	Marrickville	Team-32	2001-02-22	2002-10-23	
7655	Rugby union-7655	Rugby union	Dandenong North	Team-89	2000-12-27	2002-05-25	
7656	Squash-7656	Squash	Willetton	Team-73	2016-01-04	2017-09-14	
7657	Weightlifting-7657	Weightlifting	Hastings Point	Team-22	2007-09-14	2009-09-07	
7658	Archery-7658	Archery	Whyalla Stuart	Team-92	2009-07-15	2011-07-21	
7659	Judo-7659	Judo	Malawi	Team-88	2015-12-28	2017-10-30	
7660	Water polo-7660	Water polo	Yowah	Team-11	2006-01-09	2006-04-30	
7661	Netball-7661	Netball	Mooroolbark	Team-90	2018-02-17	2019-04-13	
7662	Tennis-7662	Tennis	Glen Iris (Vic.)	Team-27	2018-02-05	2019-12-14	
7663	Soccer-7663	Soccer	Alexandra Hills	Team-19	2002-05-19	2003-04-22	
7664	Baseball-7664	Baseball	Perth (WA)	Team-78	2012-02-20	2013-11-16	
7665	Weightlifting-7665	Weightlifting	Roleystone	Team-20	2007-10-18	2009-05-15	
7666	Pentathlon-7666	Pentathlon	Burwood (Vic.)	Team-49	2000-12-20	2001-12-17	
7667	Rugby union-7667	Rugby union	Rosetta	Team-18	2002-09-10	2004-08-12	
7668	Basketball-7668	Basketball	Greensborough	Team-92	2006-04-15	2008-02-20	
7669	Squash-7669	Squash	Balcatta	Team-47	2011-08-01	2013-03-31	
7670	Badminton-7670	Badminton	Thornbury	Team-44	2000-06-01	2001-12-14	
7671	Shooting-7671	Shooting	Mosman	Team-13	2015-01-26	2016-10-17	
7672	Bowling-7672	Bowling	Brazil	Team-14	2016-07-05	2017-10-01	
7673	Water polo-7673	Water polo	Footscray	Team-39	2011-08-04	2013-04-16	
7674	Netball-7674	Netball	Erindale	Team-65	2014-04-13	2014-10-30	
7675	Golf-7675	Golf	Wantirna South	Team-40	2004-10-20	2005-06-26	
7676	Pentathlon-7676	Pentathlon	Paradise (SA)	Team-53	2016-02-26	2018-02-21	
7677	Rugby 7s-7677	Rugby 7s	Gailes	Team-54	2003-02-05	2003-09-03	
7678	Track and field-7678	Track and field	Portland West	Team-37	2015-04-12	2017-03-25	
7679	Karate-7679	Karate	Top Camp	Team-3	2005-08-16	2007-08-04	
7680	Fencing-7680	Fencing	Toukley	Team-89	2014-09-25	2016-08-25	
7681	Baseball-7681	Baseball	China	Team-73	2003-12-19	2005-12-15	
7682	Squash-7682	Squash	Hampton Park	Team-78	2001-02-02	2002-10-06	
7683	Weightlifting-7683	Weightlifting	Rose Bay (NSW)	Team-68	2013-09-12	2015-04-24	
7684	Judo-7684	Judo	Prairiewood	Team-31	2017-12-12	2019-10-04	
7685	Volleyball-7685	Volleyball	Englorie Park	Team-38	2007-06-11	2008-07-22	
7686	Handball-7686	Handball	Broadbeach Waters	Team-48	2010-08-17	2012-05-19	
7687	Judo-7687	Judo	Southport (Qld)	Team-43	2002-10-09	2004-04-03	
7688	Handball-7688	Handball	Ormond	Team-8	2007-12-14	2009-09-09	
7689	Netball-7689	Netball	High Wycombe	Team-55	2000-11-22	2002-08-05	
7690	Cycling-7690	Cycling	Downer	Team-43	2006-08-10	2008-02-10	
7691	Triathlon-7691	Triathlon	Ravenswood (Tas.)	Team-91	2015-02-10	2016-05-11	
7692	Diving-7692	Diving	East Perth	Team-43	2012-08-03	2014-05-20	
7693	Taekwondo-7693	Taekwondo	Kembla Grange	Team-2	2007-07-02	2009-04-18	
7694	Squash-7694	Squash	Logan Village	Team-24	2002-03-02	2004-01-24	
7695	Volleyball-7695	Volleyball	Rosetta	Team-63	1999-02-12	2001-02-12	
7696	Judo-7696	Judo	Lavington	Team-96	2018-04-17	2020-02-25	
7697	Squash-7697	Squash	Romsey	Team-97	2007-06-02	2008-01-18	
7698	Bowling-7698	Bowling	Kealba	Team-83	2016-02-02	2017-11-18	
7699	Soccer-7699	Soccer	Blacktown	Team-25	2018-08-06	2020-08-07	
7700	Bowling-7700	Bowling	Scarborough (Qld)	Team-27	2012-11-20	2014-04-22	
7701	Canoe-7701	Canoe	Earlwood	Team-62	2011-12-16	2013-10-25	
7702	Rugby 7s-7702	Rugby 7s	Taylors Hill	Team-67	2015-01-28	2016-12-16	
7703	Cricket-7703	Cricket	Waikiki	Team-64	2014-11-26	2016-04-19	
7704	Swimming-7704	Swimming	Emu Park	Team-92	2004-07-24	2006-07-01	
7705	Surfing-7705	Surfing	Kilburn	Team-66	2001-10-01	2003-09-06	
7706	Track and field-7706	Track and field	Point Arkwright	Team-21	2000-11-15	2001-10-09	
7707	Canoe-7707	Canoe	Sarina	Team-26	2004-08-21	2004-12-23	
7708	Judo-7708	Judo	Mascot	Team-69	2015-11-11	2017-06-29	
7709	Rugby union-7709	Rugby union	Harristown	Team-21	2006-07-27	2008-05-26	
7710	Soccer-7710	Soccer	Labrador	Team-24	2012-12-17	2014-10-13	
7711	Polo-7711	Polo	Eltham North	Team-6	2008-11-07	2010-08-23	
7712	Softball-7712	Softball	Paradise (SA)	Team-45	2014-09-23	2016-08-15	
7713	Diving-7713	Diving	Manly (NSW)	Team-7	2014-11-17	2015-11-14	
7714	Gymnastics-7714	Gymnastics	O'Connor (ACT)	Team-2	2001-09-11	2003-04-12	
7715	Judo-7715	Judo	Ocean Reef	Team-74	2014-01-08	2015-05-28	
7716	Cricket-7716	Cricket	Cameroon	Team-26	2018-01-05	2020-01-09	
7717	Golf-7717	Golf	Northcote	Team-56	2014-12-24	2016-10-11	
7718	Taekwondo-7718	Taekwondo	Railway Estate	Team-72	2006-06-04	2008-02-10	
7719	Golf-7719	Golf	Box Hill North	Team-56	2014-11-18	2016-11-21	
7720	Surfing-7720	Surfing	Oyster Bay	Team-37	2001-11-22	2003-05-09	
7721	Diving-7721	Diving	Narraweena	Team-2	2018-11-27	2020-01-29	
7722	Weightlifting-7722	Weightlifting	Durack (WA)	Team-10	1999-10-18	2001-02-27	
7723	Rugby 7s-7723	Rugby 7s	The Gap (Brisbane - Qld)	Team-83	2000-09-20	2002-05-24	
7724	Volleyball-7724	Volleyball	Turrella	Team-5	2015-11-02	2017-10-31	
7725	Kayak-7725	Kayak	Arcadia (Vic.)	Team-81	2018-07-23	2019-08-17	
7726	Netball-7726	Netball	Tarragindi	Team-48	2015-11-18	2017-08-12	
7727	Rugby 7s-7727	Rugby 7s	Mount Cotton	Team-57	2015-12-09	2017-04-15	
7728	Lacrosse-7728	Lacrosse	Mordialloc	Team-68	2000-09-07	2002-03-22	
7729	Badminton-7729	Badminton	Kelso (Qld)	Team-55	2001-06-20	2003-01-15	
7730	Golf-7730	Golf	Melbourne	Team-54	2009-05-19	2011-02-18	
7731	Water polo-7731	Water polo	Blue Bay	Team-90	2006-10-13	2008-05-06	
7732	Dancing-7732	Dancing	Labrador	Team-49	2008-01-11	2009-11-09	
7733	Karate-7733	Karate	Dundowran Beach	Team-91	2011-09-17	2013-03-03	
7734	Canoe-7734	Canoe	Richardson	Team-23	2005-05-14	2007-04-20	
7735	Basketball-7735	Basketball	Connellan	Team-24	2011-04-06	2013-01-17	
7736	Kayak-7736	Kayak	Penshurst (NSW)	Team-95	2009-05-28	2011-05-02	
7737	Netball-7737	Netball	Burleigh Heads	Team-86	2016-09-17	2018-02-13	
7738	Water polo-7738	Water polo	Hyde Park (SA)	Team-78	2010-06-24	2012-05-28	
7739	Equestrian-7739	Equestrian	Sale	Team-26	2014-08-09	2016-07-24	
7740	Gymnastics-7740	Gymnastics	Rosebud	Team-73	2007-11-17	2009-04-30	
7741	Cycling-7741	Cycling	Maylands (WA)	Team-44	2011-06-16	2013-05-11	
7742	Canoe-7742	Canoe	Donnybrook (Qld)	Team-86	2011-06-14	2012-10-15	
7743	Softball-7743	Softball	Mount Gravatt East	Team-16	2005-12-25	2007-12-27	
7744	Shooting-7744	Shooting	Loveday	Team-23	2009-07-02	2010-11-07	
7745	Boxing-7745	Boxing	Semaphore	Team-57	2015-06-26	2017-06-29	
7746	Surfing-7746	Surfing	Glen Iris (Vic.)	Team-4	2016-10-07	2018-06-21	
7747	Taekwondo-7747	Taekwondo	West Wodonga	Team-77	2012-03-15	2013-01-31	
7748	Soccer-7748	Soccer	Port Pirie West	Team-14	2011-05-15	2013-02-26	
7749	Surfing-7749	Surfing	Elizabeth Hills	Team-33	2002-03-14	2004-02-25	
7750	Fencing-7750	Fencing	Belmont (WA)	Team-53	2008-08-09	2010-04-25	
7751	Cricket-7751	Cricket	O'Connor (ACT)	Team-20	2016-12-20	2018-11-22	
7752	Cricket-7752	Cricket	St Ives (NSW)	Team-78	2013-10-05	2015-09-12	
7753	Squash-7753	Squash	Keilor Downs	Team-19	2015-03-19	2017-01-11	
7754	Cricket-7754	Cricket	Strathewen	Team-1	2004-06-18	2006-02-10	
7755	Rowing-7755	Rowing	El Salvador	Team-14	2013-08-08	2014-09-21	
7756	Basketball-7756	Basketball	Iran	Team-74	2016-09-09	2017-09-17	
7757	Soccer-7757	Soccer	Tintenbar	Team-91	2017-05-20	2019-04-27	
7758	Volleyball-7758	Volleyball	Burkina Faso	Team-41	2015-12-26	2017-02-06	
7759	Karate-7759	Karate	Semaphore Park	Team-27	2002-05-23	2003-07-16	
7760	Kayak-7760	Kayak	Eastern Heights	Team-94	2009-10-11	2011-05-19	
7761	Soccer-7761	Soccer	Doonan	Team-34	2000-09-12	2002-09-09	
7762	Squash-7762	Squash	Braybrook	Team-52	2004-04-02	2004-10-28	
7763	Track and field-7763	Track and field	Iraq	Team-93	2008-03-28	2009-10-10	
7764	Fencing-7764	Fencing	McDowall	Team-70	2012-11-02	2014-04-25	
7765	Cycling-7765	Cycling	Bilbul	Team-26	2011-12-09	2013-10-06	
7766	Hockey-7766	Hockey	Mount Eliza	Team-10	2012-03-04	2013-10-17	
7767	Croquet-7767	Croquet	Bugle Ranges	Team-38	2009-06-05	2010-06-05	
7768	Polo-7768	Polo	Cashmere	Team-93	2007-11-18	2009-07-12	
7769	Judo-7769	Judo	Sandgate (NSW)	Team-20	2004-03-19	2005-10-10	
7770	Cycling-7770	Cycling	Iran	Team-65	2018-04-05	2020-03-07	
7771	Track and field-7771	Track and field	Roselands	Team-66	2002-02-07	2003-09-19	
7772	Basketball-7772	Basketball	Yahl	Team-15	2013-01-03	2014-12-15	
7773	Badminton-7773	Badminton	Coburg North	Team-26	2000-02-15	2002-02-19	
7774	Baseball-7774	Baseball	Nicaragua	Team-48	2002-08-13	2003-08-07	
7775	Diving-7775	Diving	Athol	Team-36	2012-08-16	2014-08-07	
7776	Boxing-7776	Boxing	Strathalbyn (SA)	Team-92	2013-04-26	2014-12-12	
7777	Bowling-7777	Bowling	Preston (Vic.)	Team-31	2006-02-09	2007-11-28	
7778	Canoe-7778	Canoe	Roselands	Team-96	2013-10-10	2014-08-29	
7779	Water polo-7779	Water polo	Tullimbar	Team-95	2011-12-04	2013-10-08	
7780	Diving-7780	Diving	Caroline Springs	Team-97	2016-06-16	2018-05-28	
7781	Karate-7781	Karate	Burpengary	Team-72	2010-05-04	2011-12-12	
7782	Baseball-7782	Baseball	Poland	Team-47	1999-03-04	2000-04-26	
7783	Hockey-7783	Hockey	Monbulk	Team-76	2018-03-08	2018-08-13	
7784	Basketball-7784	Basketball	Cremorne (Vic.)	Team-98	2013-04-19	2015-03-14	
7785	Archery-7785	Archery	Mount Pritchard	Team-29	2017-02-16	2019-01-21	
7786	Racquets-7786	Racquets	Hurstville Grove	Team-80	2007-03-28	2008-10-26	
7787	Bowling-7787	Bowling	Woodridge (Qld)	Team-23	2001-08-27	2003-06-26	
7788	Water polo-7788	Water polo	Cherrybrook	Team-77	2009-11-02	2011-04-22	
7789	Dancing-7789	Dancing	Bethania	Team-40	2005-01-21	2006-10-30	
7790	Racquets-7790	Racquets	The Spectacles	Team-37	2011-08-24	2013-07-20	
7791	Baseball-7791	Baseball	West Lakes	Team-50	2014-02-10	2015-09-07	
7792	Sailing-7792	Sailing	Bulgaria	Team-42	2012-06-15	2014-06-09	
7793	Water polo-7793	Water polo	Berrara	Team-13	2000-10-15	2002-05-15	
7794	Gymnastics-7794	Gymnastics	Sydenham (Vic.)	Team-19	2014-09-08	2015-03-26	
7795	Rugby 7s-7795	Rugby 7s	Marrickville	Team-20	2009-01-23	2011-01-14	
7796	Karate-7796	Karate	Mount Elliot (NSW)	Team-97	2015-09-04	2017-06-16	
7797	Judo-7797	Judo	Keiraville	Team-11	2014-05-04	2016-02-24	
7798	Netball-7798	Netball	Box Hill South	Team-67	1999-02-15	2001-01-31	
7799	Swimming-7799	Swimming	Burswood	Team-45	2003-01-07	2004-02-02	
7800	Water polo-7800	Water polo	Netherlands	Team-87	2013-08-19	2015-08-15	
7801	Taekwondo-7801	Taekwondo	Darlinghurst	Team-70	1999-08-04	2001-07-23	
7802	Climbing-7802	Climbing	Oakleigh East	Team-68	2004-07-05	2006-06-03	
7803	Canoe-7803	Canoe	Clayton	Team-98	2014-12-27	2016-11-05	
7804	Racquets-7804	Racquets	Lane Cove West	Team-98	2017-11-11	2019-09-08	
7805	Archery-7805	Archery	Mill Park	Team-6	2018-09-14	2020-04-13	
7806	Golf-7806	Golf	Nundah	Team-26	2014-04-01	2016-02-01	
7807	Softball-7807	Softball	Noranda	Team-75	2015-06-24	2017-04-22	
7808	Wrestling-7808	Wrestling	Woonona	Team-26	2004-07-09	2005-12-10	
7809	Canoe-7809	Canoe	St Peters (NSW)	Team-17	2000-06-05	2002-04-28	
7810	Climbing-7810	Climbing	Liverpool	Team-78	2008-04-19	2010-02-25	
7811	Fencing-7811	Fencing	Mount Cotton	Team-80	2014-10-19	2016-10-13	
7812	Track and field-7812	Track and field	Bellevue Hill	Team-12	2017-07-07	2018-11-21	
7813	Cricket-7813	Cricket	Redfern	Team-96	2000-12-16	2002-11-06	
7814	Cycling-7814	Cycling	Carnegie	Team-63	2008-03-26	2009-02-10	
7815	Equestrian-7815	Equestrian	Mickleham	Team-96	2015-03-15	2015-08-30	
7816	Polo-7816	Polo	Gordon (NSW)	Team-45	2017-08-04	2018-09-23	
7817	Golf-7817	Golf	Alderley	Team-69	2016-03-04	2017-09-10	
7818	Weightlifting-7818	Weightlifting	Duncraig	Team-56	2007-04-15	2008-05-04	
7819	Polo-7819	Polo	Louth Park	Team-79	1999-02-16	2001-02-21	
7820	Triathlon-7820	Triathlon	Cabramatta	Team-36	2017-01-04	2017-10-07	
7821	Kayak-7821	Kayak	Greenacre	Team-76	2006-01-27	2007-11-25	
7822	Judo-7822	Judo	Carlingford	Team-31	1999-07-19	2001-04-02	
7823	Rugby 7s-7823	Rugby 7s	Currarong	Team-10	2015-09-02	2017-08-09	
7824	Racquets-7824	Racquets	Wayville	Team-63	2011-12-18	2012-10-25	
7825	Baseball-7825	Baseball	Eimeo	Team-96	2016-07-08	2018-06-19	
7826	Judo-7826	Judo	Taralga	Team-9	2013-09-10	2015-08-06	
7827	Cricket-7827	Cricket	Breakfast Point	Team-47	2003-08-24	2005-07-31	
7828	Archery-7828	Archery	Cannonvale	Team-5	2014-08-23	2016-08-06	
7829	Rugby union-7829	Rugby union	Thornleigh	Team-27	2004-11-27	2006-08-07	
7830	Canoe-7830	Canoe	McKinnon	Team-5	2013-09-13	2014-09-17	
7831	Volleyball-7831	Volleyball	Dulwich Hill	Team-10	2008-11-15	2009-05-15	
7832	Kayak-7832	Kayak	Iraq	Team-63	2003-08-18	2005-05-10	
7833	Polo-7833	Polo	Fairlight	Team-83	2016-11-18	2018-04-24	
7834	Climbing-7834	Climbing	Strathfield (NSW)	Team-38	2004-01-04	2005-10-23	
7835	Diving-7835	Diving	Valla	Team-75	2006-09-18	2007-07-19	
7836	Rowing-7836	Rowing	Somerville (Vic.)	Team-39	2013-01-17	2015-01-12	
7837	Golf-7837	Golf	Karawatha	Team-78	1999-10-03	2001-06-22	
7838	Polo-7838	Polo	Balga	Team-95	2004-02-18	2005-12-14	
7839	Softball-7839	Softball	Rothwell	Team-98	2005-10-08	2006-11-01	
7840	Equestrian-7840	Equestrian	Seaford Meadows	Team-87	2011-01-07	2012-12-18	
7841	Boxing-7841	Boxing	Hyde Park (Qld)	Team-37	2009-03-08	2010-12-11	
7842	Golf-7842	Golf	Glenmore Park	Team-37	2010-03-02	2012-01-09	
7843	Handball-7843	Handball	Denham Court	Team-26	2013-01-08	2014-11-18	
7844	Bowling-7844	Bowling	Marden	Team-45	2010-11-15	2012-08-02	
7845	Polo-7845	Polo	Clovelly	Team-43	2018-09-01	2020-07-10	
7846	Baseball-7846	Baseball	Keilor Downs	Team-9	2018-07-03	2019-03-04	
7847	Shooting-7847	Shooting	Boronia	Team-85	2015-01-02	2016-07-18	
7848	Lacrosse-7848	Lacrosse	Wentworth Falls	Team-37	2015-09-26	2017-09-01	
7849	Archery-7849	Archery	Jordan	Team-41	2008-04-21	2010-01-12	
7850	Shooting-7850	Shooting	Hampton Park	Team-87	2003-04-05	2005-01-25	
7851	Archery-7851	Archery	Riverwood	Team-60	2003-09-20	2005-09-09	
7852	Netball-7852	Netball	Parkwood (Qld)	Team-96	2018-02-11	2020-02-17	
7853	Cricket-7853	Cricket	Colombia	Team-95	2010-11-24	2012-09-30	
7854	Softball-7854	Softball	Nariel Valley	Team-28	2018-03-15	2019-08-05	
7855	Water polo-7855	Water polo	Bedgerebong	Team-66	2016-06-09	2018-05-28	
7856	Baseball-7856	Baseball	Boronia	Team-30	2006-12-13	2008-03-16	
7857	Netball-7857	Netball	Eynesbury	Team-11	2013-04-06	2014-02-08	
7858	Triathlon-7858	Triathlon	Thornlands	Team-95	2001-02-17	2002-11-13	
7859	Water polo-7859	Water polo	Aberfoyle Park	Team-85	2000-12-04	2002-11-22	
7860	Taekwondo-7860	Taekwondo	Frankston	Team-23	2007-11-16	2009-09-27	
7861	Cycling-7861	Cycling	Moorina (Qld)	Team-62	1999-12-15	2001-10-10	
7862	Fencing-7862	Fencing	Tanami (WA)	Team-88	2000-07-13	2002-07-11	
7863	Judo-7863	Judo	Bondi	Team-72	2014-05-12	2016-05-10	
7864	Gymnastics-7864	Gymnastics	Wilburville	Team-76	2017-04-08	2018-07-28	
7865	Dancing-7865	Dancing	Melbourne	Team-37	2005-11-17	2006-09-25	
7866	Water polo-7866	Water polo	West Swan	Team-29	2000-07-19	2002-07-05	
7867	Water polo-7867	Water polo	Success	Team-3	2017-02-15	2017-10-01	
7868	Handball-7868	Handball	Hallam	Team-10	2014-11-01	2016-10-08	
7869	Weightlifting-7869	Weightlifting	Warranwood	Team-84	2006-10-25	2008-05-20	
7870	Sailing-7870	Sailing	Myola (NSW)	Team-73	2000-02-21	2002-01-04	
7871	Tennis-7871	Tennis	South Africa	Team-68	2015-10-02	2017-08-03	
7872	Track and field-7872	Track and field	Redland Bay	Team-35	2003-01-06	2004-12-07	
7873	Surfing-7873	Surfing	Lewisham (NSW)	Team-10	2003-07-16	2005-07-14	
7874	Pentathlon-7874	Pentathlon	Currimundi	Team-23	2000-03-05	2001-06-28	
7875	Surfing-7875	Surfing	Bass Hill	Team-1	2003-02-20	2005-02-17	
7876	Lacrosse-7876	Lacrosse	South Launceston	Team-56	2003-03-12	2005-02-12	
7877	Taekwondo-7877	Taekwondo	Watson	Team-39	2018-09-10	2020-08-01	
7878	Racquets-7878	Racquets	Somerville (Vic.)	Team-66	2016-07-13	2018-03-11	
7879	Lacrosse-7879	Lacrosse	Warners Bay	Team-41	2013-03-24	2014-12-20	
7880	Climbing-7880	Climbing	Cremorne (Vic.)	Team-3	2008-08-23	2010-08-19	
7881	Archery-7881	Archery	Bentley Park	Team-3	2000-09-02	2002-07-15	
7882	Boxing-7882	Boxing	Camp Hill	Team-87	2008-12-05	2010-07-24	
7883	Gymnastics-7883	Gymnastics	Narre Warren South	Team-39	2002-04-02	2004-04-02	
7884	Surfing-7884	Surfing	New Zealand	Team-8	2003-09-07	2005-05-29	
7885	Gymnastics-7885	Gymnastics	Gundaroo	Team-19	2003-02-14	2003-12-26	
7886	Badminton-7886	Badminton	Vietnam	Team-52	2000-09-24	2002-06-13	
7887	Track and field-7887	Track and field	Kallaroo	Team-36	2005-07-20	2007-02-01	
7888	Lacrosse-7888	Lacrosse	Cremorne (NSW)	Team-39	2014-05-01	2016-04-06	
7889	Canoe-7889	Canoe	Pitt Town	Team-40	1999-05-13	2001-05-13	
